model_id	results_id
r27948_kE10	p_r_27948_kE10_reaction_27948
r27948_kE16	p_r_27948_kE16_reaction_27948
r27948_kE15	p_r_27948_kE15_reaction_27948
r27948_kE14	p_r_27948_kE14_reaction_27948
r27948_kE9	p_r_27948_kE9_reaction_27948
r27948_kE8	p_r_27948_kE8_reaction_27948
r27948_kE7	p_r_27948_kE7_reaction_27948
r27948_kE6	p_r_27948_kE6_reaction_27948
r27948_kE5	p_r_27948_kE5_reaction_27948
r27948_kE4	p_r_27948_kE4_reaction_27948
r27948_kE3	p_r_27948_kE3_reaction_27948
r27948_kE2	p_r_27948_kE2_reaction_27948
r27948_kE1	p_r_27948_kE1_reaction_27948
r28_k0	p_r_28_k0_reaction_28
r2805_k0	p_r_2805_k0_reaction_2805
r2806_k0	p_r_2806_k0_reaction_2806
r2807_k0	p_r_2807_k0_reaction_2807
r2808_k0	p_r_2808_k0_reaction_2808
r2809_k0	p_r_2809_k0_reaction_2809
r2812_k0	p_r_2812_k0_reaction_2812
r28244_k0	p_r_28244_k0_reaction_28244
r28244_kd	p_r_28244_kd_reaction_28244
r2825_k_GeneSpecificScaling	p_r_2825_k_GeneSpecificScaling_reaction_2825
r2826_k0	p_r_2826_k0_reaction_2826
r2827_k0	p_r_2827_k0_reaction_2827
r2827_kd	p_r_2827_kd_reaction_2827
r28446_k_GeneSpecificScaling	p_r_28446_k_GeneSpecificScaling_reaction_28446
r28447_k0	p_r_28447_k0_reaction_28447
r28448_k_GeneSpecificScaling	p_r_28448_k_GeneSpecificScaling_reaction_28448
r28449_k0	p_r_28449_k0_reaction_28449
r2845_k_GeneSpecificScaling	p_r_2845_k_GeneSpecificScaling_reaction_2845
r28450_k_GeneSpecificScaling	p_r_28450_k_GeneSpecificScaling_reaction_28450
r28451_k0	p_r_28451_k0_reaction_28451
r28452_k_GeneSpecificScaling	p_r_28452_k_GeneSpecificScaling_reaction_28452
r28453_k0	p_r_28453_k0_reaction_28453
r28454_k_GeneSpecificScaling	p_r_28454_k_GeneSpecificScaling_reaction_28454
r28455_k0	p_r_28455_k0_reaction_28455
r28456_k_GeneSpecificScaling	p_r_28456_k_GeneSpecificScaling_reaction_28456
r28457_k0	p_r_28457_k0_reaction_28457
r2846_k0	p_r_2846_k0_reaction_2846
r28462_k0	p_r_28462_k0_reaction_28462
r28463_k0	p_r_28463_k0_reaction_28463
r28464_k0	p_r_28464_k0_reaction_28464
r28465_k0	p_r_28465_k0_reaction_28465
r28478_k0	p_r_28478_k0_reaction_28478
r28478_kd	p_r_28478_kd_reaction_28478
r28479_k0	p_r_28479_k0_reaction_28479
r28479_kd	p_r_28479_kd_reaction_28479
r2848_k0	p_r_2848_k0_reaction_2848
r2848_kd	p_r_2848_kd_reaction_2848
r28480_k0	p_r_28480_k0_reaction_28480
r28480_kd	p_r_28480_kd_reaction_28480
r28481_k0	p_r_28481_k0_reaction_28481
r28482_k0	p_r_28482_k0_reaction_28482
r28483_k0	p_r_28483_k0_reaction_28483
r28484_k0	p_r_28484_k0_reaction_28484
r28485_k0	p_r_28485_k0_reaction_28485
r28485_kd	p_r_28485_kd_reaction_28485
r28486_k0	p_r_28486_k0_reaction_28486
r28487_k0	p_r_28487_k0_reaction_28487
r28488_k0	p_r_28488_k0_reaction_28488
r28488_kd	p_r_28488_kd_reaction_28488
r28489_k0	p_r_28489_k0_reaction_28489
r28489_kd	p_r_28489_kd_reaction_28489
r2849_k0	p_r_2849_k0_reaction_2849
r28490_k0	p_r_28490_k0_reaction_28490
r28491_k0	p_r_28491_k0_reaction_28491
r28492_k0	p_r_28492_k0_reaction_28492
r28493_k0	p_r_28493_k0_reaction_28493
r28494_k0	p_r_28494_k0_reaction_28494
r28495_k0	p_r_28495_k0_reaction_28495
r28496_k0	p_r_28496_k0_reaction_28496
r28497_k0	p_r_28497_k0_reaction_28497
r28498_k0	p_r_28498_k0_reaction_28498
r28498_kd	p_r_28498_kd_reaction_28498
r28499_k0	p_r_28499_k0_reaction_28499
r28500_k0	p_r_28500_k0_reaction_28500
r28501_k0	p_r_28501_k0_reaction_28501
r28502_k0	p_r_28502_k0_reaction_28502
r28503_k0	p_r_28503_k0_reaction_28503
r28504_k0	p_r_28504_k0_reaction_28504
r28505_k0	p_r_28505_k0_reaction_28505
r28505_kd	p_r_28505_kd_reaction_28505
r28506_k0	p_r_28506_k0_reaction_28506
r28506_kd	p_r_28506_kd_reaction_28506
r28507_k0	p_r_28507_k0_reaction_28507
r28508_k0	p_r_28508_k0_reaction_28508
r28509_k0	p_r_28509_k0_reaction_28509
r2851_kE1	p_r_2851_kE1_reaction_2851
r28510_k0	p_r_28510_k0_reaction_28510
r28511_k0	p_r_28511_k0_reaction_28511
r28512_k0	p_r_28512_k0_reaction_28512
r28513_k0	p_r_28513_k0_reaction_28513
r28513_kd	p_r_28513_kd_reaction_28513
r28514_k0	p_r_28514_k0_reaction_28514
r28514_kd	p_r_28514_kd_reaction_28514
r28515_k0	p_r_28515_k0_reaction_28515
r28516_k0	p_r_28516_k0_reaction_28516
r28517_k0	p_r_28517_k0_reaction_28517
r28518_k0	p_r_28518_k0_reaction_28518
r28519_k0	p_r_28519_k0_reaction_28519
r28520_k0	p_r_28520_k0_reaction_28520
r28521_k0	p_r_28521_k0_reaction_28521
r28521_kd	p_r_28521_kd_reaction_28521
r28522_k0	p_r_28522_k0_reaction_28522
r28522_kd	p_r_28522_kd_reaction_28522
r28523_k0	p_r_28523_k0_reaction_28523
r28524_k0	p_r_28524_k0_reaction_28524
r28525_k0	p_r_28525_k0_reaction_28525
r28526_k0	p_r_28526_k0_reaction_28526
r28527_k0	p_r_28527_k0_reaction_28527
r28528_k0	p_r_28528_k0_reaction_28528
r28529_k0	p_r_28529_k0_reaction_28529
r2853_k0	p_r_2853_k0_reaction_2853
r28531_k0	p_r_28531_k0_reaction_28531
r28531_kd	p_r_28531_kd_reaction_28531
r28532_k0	p_r_28532_k0_reaction_28532
r28532_kd	p_r_28532_kd_reaction_28532
r28533_k0	p_r_28533_k0_reaction_28533
r28533_kd	p_r_28533_kd_reaction_28533
r28534_k0	p_r_28534_k0_reaction_28534
r28534_kd	p_r_28534_kd_reaction_28534
r28535_k0	p_r_28535_k0_reaction_28535
r28535_kd	p_r_28535_kd_reaction_28535
r28536_k0	p_r_28536_k0_reaction_28536
r28536_kd	p_r_28536_kd_reaction_28536
r28537_k0	p_r_28537_k0_reaction_28537
r28537_kd	p_r_28537_kd_reaction_28537
r28538_k0	p_r_28538_k0_reaction_28538
r28538_kd	p_r_28538_kd_reaction_28538
r28539_k0	p_r_28539_k0_reaction_28539
r28539_kd	p_r_28539_kd_reaction_28539
r28540_k0	p_r_28540_k0_reaction_28540
r28540_kd	p_r_28540_kd_reaction_28540
r28541_k0	p_r_28541_k0_reaction_28541
r28541_kd	p_r_28541_kd_reaction_28541
r28542_k0	p_r_28542_k0_reaction_28542
r28542_kd	p_r_28542_kd_reaction_28542
r28543_k0	p_r_28543_k0_reaction_28543
r28543_kd	p_r_28543_kd_reaction_28543
r28545_k0	p_r_28545_k0_reaction_28545
r28546_k0	p_r_28546_k0_reaction_28546
r28547_k0	p_r_28547_k0_reaction_28547
r28548_k0	p_r_28548_k0_reaction_28548
r28549_k0	p_r_28549_k0_reaction_28549
r28550_k0	p_r_28550_k0_reaction_28550
r28551_k0	p_r_28551_k0_reaction_28551
r28552_k0	p_r_28552_k0_reaction_28552
r28553_k0	p_r_28553_k0_reaction_28553
r28554_k0	p_r_28554_k0_reaction_28554
r28555_k0	p_r_28555_k0_reaction_28555
r28556_k0	p_r_28556_k0_reaction_28556
r28557_k0	p_r_28557_k0_reaction_28557
r2856_k0	p_r_2856_k0_reaction_2856
r2856_kd	p_r_2856_kd_reaction_2856
r28562_k0	p_r_28562_k0_reaction_28562
r28562_kd	p_r_28562_kd_reaction_28562
r28564_k0	p_r_28564_k0_reaction_28564
r28568_k0	p_r_28568_k0_reaction_28568
r28569_k0	p_r_28569_k0_reaction_28569
r2857_k0	p_r_2857_k0_reaction_2857
r2857_kd	p_r_2857_kd_reaction_2857
r28570_k0	p_r_28570_k0_reaction_28570
r28570_kd	p_r_28570_kd_reaction_28570
r28572_k0	p_r_28572_k0_reaction_28572
r28574_k0	p_r_28574_k0_reaction_28574
r28575_k0	p_r_28575_k0_reaction_28575
r28578_k0	p_r_28578_k0_reaction_28578
r28578_kd	p_r_28578_kd_reaction_28578
r28580_k0	p_r_28580_k0_reaction_28580
r28581_k0	p_r_28581_k0_reaction_28581
r28581_kd	p_r_28581_kd_reaction_28581
r28582_k0	p_r_28582_k0_reaction_28582
r28583_k0	p_r_28583_k0_reaction_28583
r28584_k0	p_r_28584_k0_reaction_28584
r28585_k0	p_r_28585_k0_reaction_28585
r28585_kd	p_r_28585_kd_reaction_28585
r28586_k0	p_r_28586_k0_reaction_28586
r28587_k0	p_r_28587_k0_reaction_28587
r28588_k0	p_r_28588_k0_reaction_28588
r28589_k0	p_r_28589_k0_reaction_28589
r28589_kd	p_r_28589_kd_reaction_28589
r28590_k0	p_r_28590_k0_reaction_28590
r28591_k0	p_r_28591_k0_reaction_28591
r28592_k0	p_r_28592_k0_reaction_28592
r28593_k0	p_r_28593_k0_reaction_28593
r28593_kd	p_r_28593_kd_reaction_28593
r28594_k0	p_r_28594_k0_reaction_28594
r28594_kd	p_r_28594_kd_reaction_28594
r28595_k0	p_r_28595_k0_reaction_28595
r28595_kd	p_r_28595_kd_reaction_28595
r28596_k0	p_r_28596_k0_reaction_28596
r28597_k0	p_r_28597_k0_reaction_28597
r28598_k0	p_r_28598_k0_reaction_28598
r28599_k0	p_r_28599_k0_reaction_28599
r28600_k0	p_r_28600_k0_reaction_28600
r28601_k0	p_r_28601_k0_reaction_28601
r28602_k0	p_r_28602_k0_reaction_28602
r28603_k0	p_r_28603_k0_reaction_28603
r28603_kd	p_r_28603_kd_reaction_28603
r28604_k0	p_r_28604_k0_reaction_28604
r28604_kd	p_r_28604_kd_reaction_28604
r28605_k0	p_r_28605_k0_reaction_28605
r28605_kd	p_r_28605_kd_reaction_28605
r28606_k0	p_r_28606_k0_reaction_28606
r28606_kd	p_r_28606_kd_reaction_28606
r28607_k0	p_r_28607_k0_reaction_28607
r28608_k0	p_r_28608_k0_reaction_28608
r28609_k0	p_r_28609_k0_reaction_28609
r28610_k0	p_r_28610_k0_reaction_28610
r28611_k0	p_r_28611_k0_reaction_28611
r28612_k0	p_r_28612_k0_reaction_28612
r28613_k0	p_r_28613_k0_reaction_28613
r28614_k0	p_r_28614_k0_reaction_28614
r28614_kd	p_r_28614_kd_reaction_28614
r28615_k0	p_r_28615_k0_reaction_28615
r28615_kd	p_r_28615_kd_reaction_28615
r28616_k0	p_r_28616_k0_reaction_28616
r28616_kd	p_r_28616_kd_reaction_28616
r28617_k0	p_r_28617_k0_reaction_28617
r28617_kd	p_r_28617_kd_reaction_28617
r28618_k0	p_r_28618_k0_reaction_28618
r28619_k0	p_r_28619_k0_reaction_28619
r28620_k0	p_r_28620_k0_reaction_28620
r28621_k0	p_r_28621_k0_reaction_28621
r28622_k0	p_r_28622_k0_reaction_28622
r28623_k0	p_r_28623_k0_reaction_28623
r28624_k0	p_r_28624_k0_reaction_28624
r28624_kd	p_r_28624_kd_reaction_28624
r28625_k0	p_r_28625_k0_reaction_28625
r28626_k0	p_r_28626_k0_reaction_28626
r28627_k0	p_r_28627_k0_reaction_28627
r28628_k0	p_r_28628_k0_reaction_28628
r28628_kd	p_r_28628_kd_reaction_28628
r28629_k0	p_r_28629_k0_reaction_28629
r28630_k0	p_r_28630_k0_reaction_28630
r28631_k0	p_r_28631_k0_reaction_28631
r28632_k0	p_r_28632_k0_reaction_28632
r28632_kd	p_r_28632_kd_reaction_28632
r28633_k0	p_r_28633_k0_reaction_28633
r28635_kE3	p_r_28635_kE3_reaction_28635
r28635_kE2	p_r_28635_kE2_reaction_28635
r28635_kE1	p_r_28635_kE1_reaction_28635
r28636_kE3	p_r_28636_kE3_reaction_28636
r28636_kE2	p_r_28636_kE2_reaction_28636
r28636_kE1	p_r_28636_kE1_reaction_28636
r28637_k0	p_r_28637_k0_reaction_28637
r28638_kE3	p_r_28638_kE3_reaction_28638
r28638_kE2	p_r_28638_kE2_reaction_28638
r28638_kE1	p_r_28638_kE1_reaction_28638
r28639_kE3	p_r_28639_kE3_reaction_28639
r28639_kE2	p_r_28639_kE2_reaction_28639
r28639_kE1	p_r_28639_kE1_reaction_28639
r28642_k0	p_r_28642_k0_reaction_28642
r28643_k0	p_r_28643_k0_reaction_28643
r28644_k0	p_r_28644_k0_reaction_28644
r28645_k0	p_r_28645_k0_reaction_28645
r28646_k0	p_r_28646_k0_reaction_28646
r28647_k0	p_r_28647_k0_reaction_28647
r28648_k0	p_r_28648_k0_reaction_28648
r28648_kd	p_r_28648_kd_reaction_28648
r28649_k0	p_r_28649_k0_reaction_28649
r28650_k0	p_r_28650_k0_reaction_28650
r28651_k0	p_r_28651_k0_reaction_28651
r28652_k0	p_r_28652_k0_reaction_28652
r28652_kd	p_r_28652_kd_reaction_28652
r28653_k0	p_r_28653_k0_reaction_28653
r28654_k0	p_r_28654_k0_reaction_28654
r28655_k0	p_r_28655_k0_reaction_28655
r28656_k0	p_r_28656_k0_reaction_28656
r28656_kd	p_r_28656_kd_reaction_28656
r28657_k0	p_r_28657_k0_reaction_28657
r28658_k0	p_r_28658_k0_reaction_28658
r28658_kd	p_r_28658_kd_reaction_28658
r28659_k0	p_r_28659_k0_reaction_28659
r28661_k0	p_r_28661_k0_reaction_28661
r28661_kd	p_r_28661_kd_reaction_28661
r28662_k0	p_r_28662_k0_reaction_28662
r28663_k0	p_r_28663_k0_reaction_28663
r28664_k0	p_r_28664_k0_reaction_28664
r28665_k0	p_r_28665_k0_reaction_28665
r28665_kd	p_r_28665_kd_reaction_28665
r28666_k0	p_r_28666_k0_reaction_28666
r28667_k0	p_r_28667_k0_reaction_28667
r28668_k0	p_r_28668_k0_reaction_28668
r28669_k0	p_r_28669_k0_reaction_28669
r28669_kd	p_r_28669_kd_reaction_28669
r28670_k0	p_r_28670_k0_reaction_28670
r28671_kE3	p_r_28671_kE3_reaction_28671
r28671_kE2	p_r_28671_kE2_reaction_28671
r28671_kE1	p_r_28671_kE1_reaction_28671
r28672_k0	p_r_28672_k0_reaction_28672
r28673_k0	p_r_28673_k0_reaction_28673
r28674_k0	p_r_28674_k0_reaction_28674
r28675_k0	p_r_28675_k0_reaction_28675
r28676_k0	p_r_28676_k0_reaction_28676
r28677_k0	p_r_28677_k0_reaction_28677
r28678_k0	p_r_28678_k0_reaction_28678
r28678_kd	p_r_28678_kd_reaction_28678
r28679_k0	p_r_28679_k0_reaction_28679
r28679_kd	p_r_28679_kd_reaction_28679
r28680_k0	p_r_28680_k0_reaction_28680
r28680_kd	p_r_28680_kd_reaction_28680
r28681_k0	p_r_28681_k0_reaction_28681
r28681_kd	p_r_28681_kd_reaction_28681
r28682_k0	p_r_28682_k0_reaction_28682
r28682_kd	p_r_28682_kd_reaction_28682
r28683_k0	p_r_28683_k0_reaction_28683
r28683_kd	p_r_28683_kd_reaction_28683
r28684_k0	p_r_28684_k0_reaction_28684
r28685_k0	p_r_28685_k0_reaction_28685
r28686_k0	p_r_28686_k0_reaction_28686
r28687_k0	p_r_28687_k0_reaction_28687
r28688_k0	p_r_28688_k0_reaction_28688
r28689_k0	p_r_28689_k0_reaction_28689
r28690_k0	p_r_28690_k0_reaction_28690
r28691_k0	p_r_28691_k0_reaction_28691
r28692_k0	p_r_28692_k0_reaction_28692
r28693_k0	p_r_28693_k0_reaction_28693
r28694_k0	p_r_28694_k0_reaction_28694
r28695_k0	p_r_28695_k0_reaction_28695
r28696_k0	p_r_28696_k0_reaction_28696
r28697_k0	p_r_28697_k0_reaction_28697
r28698_kE3	p_r_28698_kE3_reaction_28698
r28698_kE2	p_r_28698_kE2_reaction_28698
r28698_kE1	p_r_28698_kE1_reaction_28698
r28699_kE3	p_r_28699_kE3_reaction_28699
r28699_kE2	p_r_28699_kE2_reaction_28699
r28699_kE1	p_r_28699_kE1_reaction_28699
r2870_k0	p_r_2870_k0_reaction_2870
r2870_kd	p_r_2870_kd_reaction_2870
r28700_k0	p_r_28700_k0_reaction_28700
r28701_k0	p_r_28701_k0_reaction_28701
r28702_k0	p_r_28702_k0_reaction_28702
r28703_k0	p_r_28703_k0_reaction_28703
r28704_k0	p_r_28704_k0_reaction_28704
r28704_kd	p_r_28704_kd_reaction_28704
r28705_k0	p_r_28705_k0_reaction_28705
r28705_kd	p_r_28705_kd_reaction_28705
r28706_k0	p_r_28706_k0_reaction_28706
r28706_kd	p_r_28706_kd_reaction_28706
r28707_k0	p_r_28707_k0_reaction_28707
r28707_kd	p_r_28707_kd_reaction_28707
r28708_k0	p_r_28708_k0_reaction_28708
r28708_kd	p_r_28708_kd_reaction_28708
r28709_k0	p_r_28709_k0_reaction_28709
r28709_kd	p_r_28709_kd_reaction_28709
r2871_k0	p_r_2871_k0_reaction_2871
r2871_kd	p_r_2871_kd_reaction_2871
r28710_k0	p_r_28710_k0_reaction_28710
r28711_k0	p_r_28711_k0_reaction_28711
r28712_k0	p_r_28712_k0_reaction_28712
r28713_k0	p_r_28713_k0_reaction_28713
r28714_k0	p_r_28714_k0_reaction_28714
r28715_k0	p_r_28715_k0_reaction_28715
r28716_k0	p_r_28716_k0_reaction_28716
r28717_k0	p_r_28717_k0_reaction_28717
r28718_k0	p_r_28718_k0_reaction_28718
r28719_k0	p_r_28719_k0_reaction_28719
r28720_k0	p_r_28720_k0_reaction_28720
r28721_k0	p_r_28721_k0_reaction_28721
r28722_k0	p_r_28722_k0_reaction_28722
r28723_k0	p_r_28723_k0_reaction_28723
r28724_kE3	p_r_28724_kE3_reaction_28724
r28724_kE2	p_r_28724_kE2_reaction_28724
r28724_kE1	p_r_28724_kE1_reaction_28724
r28725_kE3	p_r_28725_kE3_reaction_28725
r28725_kE2	p_r_28725_kE2_reaction_28725
r28725_kE1	p_r_28725_kE1_reaction_28725
r28726_k0	p_r_28726_k0_reaction_28726
r28727_k0	p_r_28727_k0_reaction_28727
r28728_k0	p_r_28728_k0_reaction_28728
r28729_k0	p_r_28729_k0_reaction_28729
r2873_k0	p_r_2873_k0_reaction_2873
r28730_k0	p_r_28730_k0_reaction_28730
r28730_kd	p_r_28730_kd_reaction_28730
r28731_k0	p_r_28731_k0_reaction_28731
r28731_kd	p_r_28731_kd_reaction_28731
r28732_k0	p_r_28732_k0_reaction_28732
r28732_kd	p_r_28732_kd_reaction_28732
r28733_k0	p_r_28733_k0_reaction_28733
r28733_kd	p_r_28733_kd_reaction_28733
r28734_k0	p_r_28734_k0_reaction_28734
r28734_kd	p_r_28734_kd_reaction_28734
r28735_k0	p_r_28735_k0_reaction_28735
r28735_kd	p_r_28735_kd_reaction_28735
r28736_k0	p_r_28736_k0_reaction_28736
r28737_k0	p_r_28737_k0_reaction_28737
r28738_k0	p_r_28738_k0_reaction_28738
r28739_k0	p_r_28739_k0_reaction_28739
r28740_k0	p_r_28740_k0_reaction_28740
r28741_k0	p_r_28741_k0_reaction_28741
r28742_k0	p_r_28742_k0_reaction_28742
r28743_k0	p_r_28743_k0_reaction_28743
r28744_k0	p_r_28744_k0_reaction_28744
r28745_k0	p_r_28745_k0_reaction_28745
r28746_k0	p_r_28746_k0_reaction_28746
r28747_k0	p_r_28747_k0_reaction_28747
r28748_k0	p_r_28748_k0_reaction_28748
r28749_k0	p_r_28749_k0_reaction_28749
r28750_kE3	p_r_28750_kE3_reaction_28750
r28750_kE2	p_r_28750_kE2_reaction_28750
r28750_kE1	p_r_28750_kE1_reaction_28750
r28751_kE3	p_r_28751_kE3_reaction_28751
r28751_kE2	p_r_28751_kE2_reaction_28751
r28751_kE1	p_r_28751_kE1_reaction_28751
r28752_k0	p_r_28752_k0_reaction_28752
r28753_k0	p_r_28753_k0_reaction_28753
r28754_k0	p_r_28754_k0_reaction_28754
r28755_k0	p_r_28755_k0_reaction_28755
r28756_k0	p_r_28756_k0_reaction_28756
r28756_kd	p_r_28756_kd_reaction_28756
r28757_k0	p_r_28757_k0_reaction_28757
r28757_kd	p_r_28757_kd_reaction_28757
r28758_k0	p_r_28758_k0_reaction_28758
r28758_kd	p_r_28758_kd_reaction_28758
r28759_k0	p_r_28759_k0_reaction_28759
r28759_kd	p_r_28759_kd_reaction_28759
r28760_k0	p_r_28760_k0_reaction_28760
r28760_kd	p_r_28760_kd_reaction_28760
r28761_k0	p_r_28761_k0_reaction_28761
r28761_kd	p_r_28761_kd_reaction_28761
r28762_k0	p_r_28762_k0_reaction_28762
r28763_k0	p_r_28763_k0_reaction_28763
r28764_k0	p_r_28764_k0_reaction_28764
r28765_k0	p_r_28765_k0_reaction_28765
r28766_k0	p_r_28766_k0_reaction_28766
r28767_k0	p_r_28767_k0_reaction_28767
r28768_k0	p_r_28768_k0_reaction_28768
r28769_k0	p_r_28769_k0_reaction_28769
r28770_k0	p_r_28770_k0_reaction_28770
r28771_k0	p_r_28771_k0_reaction_28771
r28772_k0	p_r_28772_k0_reaction_28772
r28773_k0	p_r_28773_k0_reaction_28773
r28774_k0	p_r_28774_k0_reaction_28774
r28775_k0	p_r_28775_k0_reaction_28775
r28776_kE3	p_r_28776_kE3_reaction_28776
r28776_kE2	p_r_28776_kE2_reaction_28776
r28776_kE1	p_r_28776_kE1_reaction_28776
r28777_kE3	p_r_28777_kE3_reaction_28777
r28777_kE2	p_r_28777_kE2_reaction_28777
r28777_kE1	p_r_28777_kE1_reaction_28777
r28778_k0	p_r_28778_k0_reaction_28778
r28779_k0	p_r_28779_k0_reaction_28779
r28780_k0	p_r_28780_k0_reaction_28780
r28781_k0	p_r_28781_k0_reaction_28781
r28782_k0	p_r_28782_k0_reaction_28782
r28782_kd	p_r_28782_kd_reaction_28782
r28783_k0	p_r_28783_k0_reaction_28783
r28783_kd	p_r_28783_kd_reaction_28783
r28784_k0	p_r_28784_k0_reaction_28784
r28784_kd	p_r_28784_kd_reaction_28784
r28785_k0	p_r_28785_k0_reaction_28785
r28785_kd	p_r_28785_kd_reaction_28785
r28786_k0	p_r_28786_k0_reaction_28786
r28786_kd	p_r_28786_kd_reaction_28786
r28787_k0	p_r_28787_k0_reaction_28787
r28787_kd	p_r_28787_kd_reaction_28787
r28788_k0	p_r_28788_k0_reaction_28788
r28789_k0	p_r_28789_k0_reaction_28789
r2879_kE6	p_r_2879_kE6_reaction_2879
r2879_kE5	p_r_2879_kE5_reaction_2879
r2879_kE4	p_r_2879_kE4_reaction_2879
r2879_kE3	p_r_2879_kE3_reaction_2879
r2879_kE2	p_r_2879_kE2_reaction_2879
r2879_kE1	p_r_2879_kE1_reaction_2879
r28790_k0	p_r_28790_k0_reaction_28790
r28791_k0	p_r_28791_k0_reaction_28791
r28792_k0	p_r_28792_k0_reaction_28792
r28793_k0	p_r_28793_k0_reaction_28793
r28794_k0	p_r_28794_k0_reaction_28794
r28795_k0	p_r_28795_k0_reaction_28795
r28796_k0	p_r_28796_k0_reaction_28796
r28797_k0	p_r_28797_k0_reaction_28797
r28798_k0	p_r_28798_k0_reaction_28798
r28799_k0	p_r_28799_k0_reaction_28799
r288_k0	p_r_288_k0_reaction_288
r28800_k0	p_r_28800_k0_reaction_28800
r28801_k0	p_r_28801_k0_reaction_28801
r28802_kE3	p_r_28802_kE3_reaction_28802
r28802_kE2	p_r_28802_kE2_reaction_28802
r28802_kE1	p_r_28802_kE1_reaction_28802
r28803_kE3	p_r_28803_kE3_reaction_28803
r28803_kE2	p_r_28803_kE2_reaction_28803
r28803_kE1	p_r_28803_kE1_reaction_28803
r28804_k0	p_r_28804_k0_reaction_28804
r28805_k0	p_r_28805_k0_reaction_28805
r28806_k0	p_r_28806_k0_reaction_28806
r28807_k0	p_r_28807_k0_reaction_28807
r28808_k0	p_r_28808_k0_reaction_28808
r28808_kd	p_r_28808_kd_reaction_28808
r28809_k0	p_r_28809_k0_reaction_28809
r28809_kd	p_r_28809_kd_reaction_28809
r28810_k0	p_r_28810_k0_reaction_28810
r28810_kd	p_r_28810_kd_reaction_28810
r28811_k0	p_r_28811_k0_reaction_28811
r28811_kd	p_r_28811_kd_reaction_28811
r28812_k0	p_r_28812_k0_reaction_28812
r28812_kd	p_r_28812_kd_reaction_28812
r28813_k0	p_r_28813_k0_reaction_28813
r28813_kd	p_r_28813_kd_reaction_28813
r28814_k0	p_r_28814_k0_reaction_28814
r28815_k0	p_r_28815_k0_reaction_28815
r28816_k0	p_r_28816_k0_reaction_28816
r28817_k0	p_r_28817_k0_reaction_28817
r28818_k0	p_r_28818_k0_reaction_28818
r28819_k0	p_r_28819_k0_reaction_28819
r2882_k0	p_r_2882_k0_reaction_2882
r28820_k0	p_r_28820_k0_reaction_28820
r28821_k0	p_r_28821_k0_reaction_28821
r28822_k0	p_r_28822_k0_reaction_28822
r28823_k0	p_r_28823_k0_reaction_28823
r28824_k0	p_r_28824_k0_reaction_28824
r28825_k0	p_r_28825_k0_reaction_28825
r28826_k0	p_r_28826_k0_reaction_28826
r28827_k0	p_r_28827_k0_reaction_28827
r28828_kE3	p_r_28828_kE3_reaction_28828
r28828_kE2	p_r_28828_kE2_reaction_28828
r28828_kE1	p_r_28828_kE1_reaction_28828
r28829_kE3	p_r_28829_kE3_reaction_28829
r28829_kE2	p_r_28829_kE2_reaction_28829
r28829_kE1	p_r_28829_kE1_reaction_28829
r2883_k0	p_r_2883_k0_reaction_2883
r28830_k0	p_r_28830_k0_reaction_28830
r28830_kd	p_r_28830_kd_reaction_28830
r28831_k0	p_r_28831_k0_reaction_28831
r28832_k0	p_r_28832_k0_reaction_28832
r28833_k0	p_r_28833_k0_reaction_28833
r28834_k0	p_r_28834_k0_reaction_28834
r28834_kd	p_r_28834_kd_reaction_28834
r28835_k0	p_r_28835_k0_reaction_28835
r28836_k0	p_r_28836_k0_reaction_28836
r28836_kd	p_r_28836_kd_reaction_28836
r28837_k0	p_r_28837_k0_reaction_28837
r28838_k0	p_r_28838_k0_reaction_28838
r28839_k0	p_r_28839_k0_reaction_28839
r2884_k0	p_r_2884_k0_reaction_2884
r28840_kE3	p_r_28840_kE3_reaction_28840
r28840_kE2	p_r_28840_kE2_reaction_28840
r28840_kE1	p_r_28840_kE1_reaction_28840
r28841_k0	p_r_28841_k0_reaction_28841
r28842_k0	p_r_28842_k0_reaction_28842
r28843_kE13	p_r_28843_kE13_reaction_28843
r28843_kE12	p_r_28843_kE12_reaction_28843
r28843_kE11	p_r_28843_kE11_reaction_28843
r28843_kE10	p_r_28843_kE10_reaction_28843
r28843_kE16	p_r_28843_kE16_reaction_28843
r28843_kE15	p_r_28843_kE15_reaction_28843
r28843_kE14	p_r_28843_kE14_reaction_28843
r28843_kE9	p_r_28843_kE9_reaction_28843
r28843_kE8	p_r_28843_kE8_reaction_28843
r28843_kE7	p_r_28843_kE7_reaction_28843
r28843_kE6	p_r_28843_kE6_reaction_28843
r28843_kE5	p_r_28843_kE5_reaction_28843
r28843_kE4	p_r_28843_kE4_reaction_28843
r28843_kE3	p_r_28843_kE3_reaction_28843
r28843_kE2	p_r_28843_kE2_reaction_28843
r28843_kE1	p_r_28843_kE1_reaction_28843
r28844_kE13	p_r_28844_kE13_reaction_28844
r28844_kE12	p_r_28844_kE12_reaction_28844
r28844_kE11	p_r_28844_kE11_reaction_28844
r28844_kE10	p_r_28844_kE10_reaction_28844
r28844_kE16	p_r_28844_kE16_reaction_28844
r28844_kE15	p_r_28844_kE15_reaction_28844
r28844_kE14	p_r_28844_kE14_reaction_28844
r28844_kE9	p_r_28844_kE9_reaction_28844
r28844_kE8	p_r_28844_kE8_reaction_28844
r28844_kE7	p_r_28844_kE7_reaction_28844
