observable	condition	conditionRef	scalingParameter	time	measurement	sigma
proliferation	TUMOR-A2058-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-A2058-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-A2058-cellline-01-01	inf	1.0521	1.0
proliferation	TUMOR-A2058-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-A2058-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-A2058-cellline-01-01	inf	0.9981	1.0
proliferation	TUMOR-A2058-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-A2058-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-A2058-cellline-01-01	inf	1.0071	1.0
proliferation	TUMOR-A2058-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-A2058-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-A2058-cellline-01-01	inf	0.9921	1.0
proliferation	TUMOR-A2058-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-A2058-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-A2058-cellline-01-01	inf	0.9911	1.0
proliferation	TUMOR-A2058-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-A2058-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-A2058-cellline-01-01	inf	0.946	1.0
proliferation	TUMOR-A2058-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-A2058-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-A2058-cellline-01-01	inf	0.94	1.0
proliferation	TUMOR-A2058-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-A2058-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-A2058-cellline-01-01	inf	0.957	1.0
proliferation	TUMOR-ASPC1-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-ASPC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-ASPC1-cellline-01-01	inf	0.983	1.0
proliferation	TUMOR-ASPC1-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-ASPC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-ASPC1-cellline-01-01	inf	1.0056	1.0
proliferation	TUMOR-ASPC1-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-ASPC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-ASPC1-cellline-01-01	inf	1.189	1.0
proliferation	TUMOR-ASPC1-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-ASPC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-ASPC1-cellline-01-01	inf	1.189	1.0
proliferation	TUMOR-ASPC1-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-ASPC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-ASPC1-cellline-01-01	inf	1.0772	1.0
proliferation	TUMOR-ASPC1-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-ASPC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-ASPC1-cellline-01-01	inf	0.91	1.0
proliferation	TUMOR-ASPC1-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-ASPC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-ASPC1-cellline-01-01	inf	0.82	1.0
proliferation	TUMOR-ASPC1-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-ASPC1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-ASPC1-cellline-01-01	inf	0.71	1.0
proliferation	TUMOR-AU565-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-AU565-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-AU565-cellline-01-01	inf	1.0021	1.0
proliferation	TUMOR-AU565-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-AU565-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-AU565-cellline-01-01	inf	1.0726	1.0
proliferation	TUMOR-AU565-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-AU565-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-AU565-cellline-01-01	inf	0.96	1.0
proliferation	TUMOR-AU565-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-AU565-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-AU565-cellline-01-01	inf	1.146	1.0
proliferation	TUMOR-AU565-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-AU565-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-AU565-cellline-01-01	inf	0.9978	1.0
proliferation	TUMOR-AU565-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-AU565-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-AU565-cellline-01-01	inf	1.181	1.0
proliferation	TUMOR-AU565-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-AU565-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-AU565-cellline-01-01	inf	0.903	1.0
proliferation	TUMOR-AU565-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-AU565-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-AU565-cellline-01-01	inf	0.56	1.0
proliferation	TUMOR-BT20-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-BT20-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT20-cellline-01-01	inf	0.86	1.0
proliferation	TUMOR-BT20-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-BT20-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT20-cellline-01-01	inf	1.0238	1.0
proliferation	TUMOR-BT20-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-BT20-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT20-cellline-01-01	inf	0.87	1.0
proliferation	TUMOR-BT20-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-BT20-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT20-cellline-01-01	inf	1.113	1.0
proliferation	TUMOR-BT20-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-BT20-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT20-cellline-01-01	inf	0.65	1.0
proliferation	TUMOR-BT20-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-BT20-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT20-cellline-01-01	inf	1.0503	1.0
proliferation	TUMOR-BT20-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-BT20-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT20-cellline-01-01	inf	0.57	1.0
proliferation	TUMOR-BT20-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-BT20-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT20-cellline-01-01	inf	0.57	1.0
proliferation	TUMOR-BT474-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-BT474-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT474-cellline-01-01	inf	1.18	1.0
proliferation	TUMOR-BT474-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-BT474-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT474-cellline-01-01	inf	1.113	1.0
proliferation	TUMOR-BT474-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-BT474-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT474-cellline-01-01	inf	0.9907	1.0
proliferation	TUMOR-BT474-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-BT474-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT474-cellline-01-01	inf	1.166	1.0
proliferation	TUMOR-BT474-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-BT474-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT474-cellline-01-01	inf	1.312	1.0
proliferation	TUMOR-BT474-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-BT474-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT474-cellline-01-01	inf	0.993	1.0
proliferation	TUMOR-BT474-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-BT474-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT474-cellline-01-01	inf	0.77	1.0
proliferation	TUMOR-BT474-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-BT474-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT474-cellline-01-01	inf	0.7	1.0
proliferation	TUMOR-BT549-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-BT549-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT549-cellline-01-01	inf	1.146	1.0
proliferation	TUMOR-BT549-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-BT549-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT549-cellline-01-01	inf	1.0554	1.0
proliferation	TUMOR-BT549-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-BT549-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT549-cellline-01-01	inf	1.171	1.0
proliferation	TUMOR-BT549-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-BT549-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT549-cellline-01-01	inf	1.0192	1.0
proliferation	TUMOR-BT549-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-BT549-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT549-cellline-01-01	inf	1.0282	1.0
proliferation	TUMOR-BT549-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-BT549-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT549-cellline-01-01	inf	0.905	1.0
proliferation	TUMOR-BT549-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-BT549-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT549-cellline-01-01	inf	0.983	1.0
proliferation	TUMOR-BT549-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-BT549-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BT549-cellline-01-01	inf	0.77	1.0
proliferation	TUMOR-BXPC3-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-BXPC3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BXPC3-cellline-01-01	inf	1.193	1.0
proliferation	TUMOR-BXPC3-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-BXPC3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BXPC3-cellline-01-01	inf	1.153	1.0
proliferation	TUMOR-BXPC3-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-BXPC3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BXPC3-cellline-01-01	inf	0.957	1.0
proliferation	TUMOR-BXPC3-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-BXPC3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BXPC3-cellline-01-01	inf	1.195	1.0
proliferation	TUMOR-BXPC3-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-BXPC3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BXPC3-cellline-01-01	inf	0.916	1.0
proliferation	TUMOR-BXPC3-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-BXPC3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BXPC3-cellline-01-01	inf	0.87	1.0
proliferation	TUMOR-BXPC3-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-BXPC3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BXPC3-cellline-01-01	inf	0.59	1.0
proliferation	TUMOR-BXPC3-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-BXPC3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-BXPC3-cellline-01-01	inf	0.55	1.0
proliferation	TUMOR-C32-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-C32-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-C32-cellline-01-01	inf	0.946	1.0
proliferation	TUMOR-C32-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-C32-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-C32-cellline-01-01	inf	0.949	1.0
proliferation	TUMOR-C32-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-C32-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-C32-cellline-01-01	inf	1.0783	1.0
proliferation	TUMOR-C32-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-C32-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-C32-cellline-01-01	inf	1.22	1.0
proliferation	TUMOR-C32-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-C32-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-C32-cellline-01-01	inf	1.075	1.0
proliferation	TUMOR-C32-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-C32-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-C32-cellline-01-01	inf	1.0401	1.0
proliferation	TUMOR-C32-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-C32-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-C32-cellline-01-01	inf	0.75	1.0
proliferation	TUMOR-C32-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-C32-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-C32-cellline-01-01	inf	0.89	1.0
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-CAL12T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL12T-cellline-01-01	inf	1.0172	1.0
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-CAL12T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL12T-cellline-01-01	inf	1.0661	1.0
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-CAL12T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL12T-cellline-01-01	inf	1.0379	1.0
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-CAL12T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL12T-cellline-01-01	inf	1.0045	1.0
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-CAL12T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL12T-cellline-01-01	inf	0.87	1.0
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-CAL12T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL12T-cellline-01-01	inf	0.37	1.0
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-CAL12T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL12T-cellline-01-01	inf	0.21	1.0
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-CAL12T-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL12T-cellline-01-01	inf	0.17	1.0
proliferation	TUMOR-CAL851-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-CAL851-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL851-cellline-01-01	inf	0.9954	1.0
proliferation	TUMOR-CAL851-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-CAL851-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL851-cellline-01-01	inf	0.81	1.0
proliferation	TUMOR-CAL851-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-CAL851-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL851-cellline-01-01	inf	1.0187	1.0
proliferation	TUMOR-CAL851-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-CAL851-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL851-cellline-01-01	inf	0.9	1.0
proliferation	TUMOR-CAL851-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-CAL851-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL851-cellline-01-01	inf	0.64	1.0
proliferation	TUMOR-CAL851-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-CAL851-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL851-cellline-01-01	inf	0.56	1.0
proliferation	TUMOR-CAL851-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-CAL851-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL851-cellline-01-01	inf	0.38	1.0
proliferation	TUMOR-CAL851-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-CAL851-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAL851-cellline-01-01	inf	0.27	1.0
proliferation	TUMOR-CALU3-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-CALU3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU3-cellline-01-01	inf	1.107	1.0
proliferation	TUMOR-CALU3-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-CALU3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU3-cellline-01-01	inf	1.123	1.0
proliferation	TUMOR-CALU3-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-CALU3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU3-cellline-01-01	inf	1.154	1.0
proliferation	TUMOR-CALU3-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-CALU3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU3-cellline-01-01	inf	1.207	1.0
proliferation	TUMOR-CALU3-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-CALU3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU3-cellline-01-01	inf	1.0112	1.0
proliferation	TUMOR-CALU3-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-CALU3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU3-cellline-01-01	inf	0.79	1.0
proliferation	TUMOR-CALU3-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-CALU3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU3-cellline-01-01	inf	0.57	1.0
proliferation	TUMOR-CALU3-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-CALU3-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU3-cellline-01-01	inf	0.31	1.0
proliferation	TUMOR-CALU6-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-CALU6-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU6-cellline-01-01	inf	1.155	1.0
proliferation	TUMOR-CALU6-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-CALU6-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU6-cellline-01-01	inf	0.972	1.0
proliferation	TUMOR-CALU6-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-CALU6-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU6-cellline-01-01	inf	1.189	1.0
proliferation	TUMOR-CALU6-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-CALU6-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU6-cellline-01-01	inf	1.163	1.0
proliferation	TUMOR-CALU6-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-CALU6-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU6-cellline-01-01	inf	1.158	1.0
proliferation	TUMOR-CALU6-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-CALU6-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU6-cellline-01-01	inf	0.954	1.0
proliferation	TUMOR-CALU6-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-CALU6-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU6-cellline-01-01	inf	1.0392	1.0
proliferation	TUMOR-CALU6-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-CALU6-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CALU6-cellline-01-01	inf	0.47	1.0
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-CAMA1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAMA1-cellline-01-01	inf	1.0068	1.0
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-CAMA1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAMA1-cellline-01-01	inf	1.121	1.0
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-CAMA1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAMA1-cellline-01-01	inf	1.0384	1.0
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-CAMA1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAMA1-cellline-01-01	inf	1.105	1.0
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-CAMA1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAMA1-cellline-01-01	inf	1.0132	1.0
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-CAMA1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAMA1-cellline-01-01	inf	1.0573	1.0
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-CAMA1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAMA1-cellline-01-01	inf	0.911	1.0
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-CAMA1-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAMA1-cellline-01-01	inf	0.933	1.0
proliferation	TUMOR-CAPAN2-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-CAPAN2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAPAN2-cellline-01-01	inf	1.0221	1.0
proliferation	TUMOR-CAPAN2-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-CAPAN2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAPAN2-cellline-01-01	inf	1.168	1.0
proliferation	TUMOR-CAPAN2-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-CAPAN2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAPAN2-cellline-01-01	inf	0.917	1.0
proliferation	TUMOR-CAPAN2-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-CAPAN2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAPAN2-cellline-01-01	inf	0.89	1.0
proliferation	TUMOR-CAPAN2-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-CAPAN2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAPAN2-cellline-01-01	inf	1.0499	1.0
proliferation	TUMOR-CAPAN2-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-CAPAN2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAPAN2-cellline-01-01	inf	0.88	1.0
proliferation	TUMOR-CAPAN2-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-CAPAN2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAPAN2-cellline-01-01	inf	0.89	1.0
proliferation	TUMOR-CAPAN2-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-CAPAN2-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-CAPAN2-cellline-01-01	inf	0.71	1.0
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-COLO201-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO201-cellline-01-01	inf	0.92	1.0
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-COLO201-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO201-cellline-01-01	inf	1.0133	1.0
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-COLO201-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO201-cellline-01-01	inf	1.0035	1.0
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-COLO201-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO201-cellline-01-01	inf	1.0844	1.0
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-COLO201-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO201-cellline-01-01	inf	0.937	1.0
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-COLO201-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO201-cellline-01-01	inf	1.0397	1.0
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-COLO201-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO201-cellline-01-01	inf	0.938	1.0
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-COLO201-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO201-cellline-01-01	inf	0.84	1.0
proliferation	TUMOR-COLO320-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-COLO320-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO320-cellline-01-01	inf	1.0404	1.0
proliferation	TUMOR-COLO320-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-COLO320-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO320-cellline-01-01	inf	1.0193	1.0
proliferation	TUMOR-COLO320-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-COLO320-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO320-cellline-01-01	inf	1.1	1.0
proliferation	TUMOR-COLO320-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-COLO320-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO320-cellline-01-01	inf	0.97	1.0
proliferation	TUMOR-COLO320-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-COLO320-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO320-cellline-01-01	inf	1.0672	1.0
proliferation	TUMOR-COLO320-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-COLO320-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO320-cellline-01-01	inf	0.9939	1.0
proliferation	TUMOR-COLO320-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-COLO320-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO320-cellline-01-01	inf	0.76	1.0
proliferation	TUMOR-COLO320-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-COLO320-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-COLO320-cellline-01-01	inf	0.56	1.0
