observable	condition	conditionRef	scalingParameter	time	measurement	sigma
proliferation	TUMOR-NCIH1694-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH1694-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1694-cellline-01-01	inf	1.125	1.0
proliferation	TUMOR-NCIH1694-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH1694-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1694-cellline-01-01	inf	0.97	1.0
proliferation	TUMOR-NCIH1694-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH1694-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1694-cellline-01-01	inf	1.121	1.0
proliferation	TUMOR-NCIH1694-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH1694-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1694-cellline-01-01	inf	1.0372	1.0
proliferation	TUMOR-NCIH1703-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH1703-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1703-cellline-01-01	inf	0.88	1.0
proliferation	TUMOR-NCIH1703-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH1703-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1703-cellline-01-01	inf	0.904	1.0
proliferation	TUMOR-NCIH1703-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH1703-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1703-cellline-01-01	inf	0.8	1.0
proliferation	TUMOR-NCIH1703-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH1703-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1703-cellline-01-01	inf	0.79	1.0
proliferation	TUMOR-NCIH1703-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH1703-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1703-cellline-01-01	inf	1.0237	1.0
proliferation	TUMOR-NCIH1703-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH1703-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1703-cellline-01-01	inf	1.165	1.0
proliferation	TUMOR-NCIH1703-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH1703-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1703-cellline-01-01	inf	0.8	1.0
proliferation	TUMOR-NCIH1703-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH1703-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1703-cellline-01-01	inf	0.82	1.0
proliferation	TUMOR-NCIH1792-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH1792-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1792-cellline-01-01	inf	0.916	1.0
proliferation	TUMOR-NCIH1792-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH1792-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1792-cellline-01-01	inf	1.0531	1.0
proliferation	TUMOR-NCIH1792-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH1792-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1792-cellline-01-01	inf	1.00011	1.0
proliferation	TUMOR-NCIH1792-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH1792-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1792-cellline-01-01	inf	0.966	1.0
proliferation	TUMOR-NCIH1792-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH1792-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1792-cellline-01-01	inf	1.139	1.0
proliferation	TUMOR-NCIH1792-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH1792-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1792-cellline-01-01	inf	1.158	1.0
proliferation	TUMOR-NCIH1792-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH1792-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1792-cellline-01-01	inf	0.9947	1.0
proliferation	TUMOR-NCIH1792-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH1792-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1792-cellline-01-01	inf	0.56	1.0
proliferation	TUMOR-NCIH1793-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH1793-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1793-cellline-01-01	inf	0.945	1.0
proliferation	TUMOR-NCIH1793-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH1793-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1793-cellline-01-01	inf	1.0787	1.0
proliferation	TUMOR-NCIH1793-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH1793-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1793-cellline-01-01	inf	1.111	1.0
proliferation	TUMOR-NCIH1793-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH1793-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1793-cellline-01-01	inf	0.973	1.0
proliferation	TUMOR-NCIH1793-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH1793-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1793-cellline-01-01	inf	1.116	1.0
proliferation	TUMOR-NCIH1793-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH1793-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1793-cellline-01-01	inf	1.208	1.0
proliferation	TUMOR-NCIH1793-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH1793-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1793-cellline-01-01	inf	1.203	1.0
proliferation	TUMOR-NCIH1793-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH1793-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1793-cellline-01-01	inf	1.139	1.0
proliferation	TUMOR-NCIH1869-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH1869-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1869-cellline-01-01	inf	0.72	1.0
proliferation	TUMOR-NCIH1869-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH1869-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1869-cellline-01-01	inf	1.148	1.0
proliferation	TUMOR-NCIH1869-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH1869-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1869-cellline-01-01	inf	0.87	1.0
proliferation	TUMOR-NCIH1869-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH1869-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1869-cellline-01-01	inf	1.0377	1.0
proliferation	TUMOR-NCIH1869-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH1869-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1869-cellline-01-01	inf	1.536	1.0
proliferation	TUMOR-NCIH1869-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH1869-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1869-cellline-01-01	inf	1.119	1.0
proliferation	TUMOR-NCIH1869-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH1869-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1869-cellline-01-01	inf	0.89	1.0
proliferation	TUMOR-NCIH1869-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH1869-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1869-cellline-01-01	inf	0.85	1.0
proliferation	TUMOR-NCIH1915-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH1915-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1915-cellline-01-01	inf	0.959	1.0
proliferation	TUMOR-NCIH1915-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH1915-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1915-cellline-01-01	inf	0.97	1.0
proliferation	TUMOR-NCIH1915-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH1915-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1915-cellline-01-01	inf	1.117	1.0
proliferation	TUMOR-NCIH1915-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH1915-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1915-cellline-01-01	inf	1.0032	1.0
proliferation	TUMOR-NCIH1915-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH1915-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1915-cellline-01-01	inf	1.0341	1.0
proliferation	TUMOR-NCIH1915-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH1915-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1915-cellline-01-01	inf	1.0106	1.0
proliferation	TUMOR-NCIH1915-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH1915-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1915-cellline-01-01	inf	1.0074	1.0
proliferation	TUMOR-NCIH1915-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH1915-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1915-cellline-01-01	inf	0.74	1.0
proliferation	TUMOR-NCIH1944-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH1944-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1944-cellline-01-01	inf	0.984	1.0
proliferation	TUMOR-NCIH1944-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH1944-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1944-cellline-01-01	inf	0.905	1.0
proliferation	TUMOR-NCIH1944-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH1944-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1944-cellline-01-01	inf	1.0143	1.0
proliferation	TUMOR-NCIH1944-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH1944-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1944-cellline-01-01	inf	0.84	1.0
proliferation	TUMOR-NCIH1944-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH1944-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1944-cellline-01-01	inf	1.0746	1.0
proliferation	TUMOR-NCIH1944-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH1944-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1944-cellline-01-01	inf	1.184	1.0
proliferation	TUMOR-NCIH1944-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH1944-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1944-cellline-01-01	inf	1.301	1.0
proliferation	TUMOR-NCIH1944-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH1944-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1944-cellline-01-01	inf	1.281	1.0
proliferation	TUMOR-NCIH1975-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH1975-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1975-cellline-01-01	inf	0.84	1.0
proliferation	TUMOR-NCIH1975-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH1975-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1975-cellline-01-01	inf	1.0843	1.0
proliferation	TUMOR-NCIH1975-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH1975-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1975-cellline-01-01	inf	1.0575	1.0
proliferation	TUMOR-NCIH1975-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH1975-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1975-cellline-01-01	inf	0.959	1.0
proliferation	TUMOR-NCIH1975-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH1975-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1975-cellline-01-01	inf	1.184	1.0
proliferation	TUMOR-NCIH1975-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH1975-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1975-cellline-01-01	inf	0.988	1.0
proliferation	TUMOR-NCIH1975-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH1975-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1975-cellline-01-01	inf	0.973	1.0
proliferation	TUMOR-NCIH1975-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH1975-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH1975-cellline-01-01	inf	0.8	1.0
proliferation	TUMOR-NCIH2023-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH2023-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2023-cellline-01-01	inf	0.955	1.0
proliferation	TUMOR-NCIH2023-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH2023-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2023-cellline-01-01	inf	0.971	1.0
proliferation	TUMOR-NCIH2023-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH2023-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2023-cellline-01-01	inf	1.0712	1.0
proliferation	TUMOR-NCIH2023-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH2023-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2023-cellline-01-01	inf	0.943	1.0
proliferation	TUMOR-NCIH2023-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH2023-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2023-cellline-01-01	inf	1.204	1.0
proliferation	TUMOR-NCIH2023-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH2023-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2023-cellline-01-01	inf	1.107	1.0
proliferation	TUMOR-NCIH2023-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH2023-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2023-cellline-01-01	inf	1.077	1.0
proliferation	TUMOR-NCIH2023-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH2023-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2023-cellline-01-01	inf	1.0923	1.0
proliferation	TUMOR-NCIH2030-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH2030-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2030-cellline-01-01	inf	1.0204	1.0
proliferation	TUMOR-NCIH2030-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH2030-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2030-cellline-01-01	inf	0.928	1.0
proliferation	TUMOR-NCIH2030-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH2030-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2030-cellline-01-01	inf	0.975	1.0
proliferation	TUMOR-NCIH2030-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH2030-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2030-cellline-01-01	inf	0.9905	1.0
proliferation	TUMOR-NCIH2030-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH2030-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2030-cellline-01-01	inf	1.0474	1.0
proliferation	TUMOR-NCIH2030-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH2030-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2030-cellline-01-01	inf	1.0161	1.0
proliferation	TUMOR-NCIH2030-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH2030-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2030-cellline-01-01	inf	1.0733	1.0
proliferation	TUMOR-NCIH2030-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH2030-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2030-cellline-01-01	inf	0.77	1.0
proliferation	TUMOR-NCIH2087-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH2087-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2087-cellline-01-01	inf	0.942	1.0
proliferation	TUMOR-NCIH2087-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH2087-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2087-cellline-01-01	inf	1.0035	1.0
proliferation	TUMOR-NCIH2087-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH2087-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2087-cellline-01-01	inf	1.0697	1.0
proliferation	TUMOR-NCIH2087-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH2087-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2087-cellline-01-01	inf	1.0617	1.0
proliferation	TUMOR-NCIH2087-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH2087-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2087-cellline-01-01	inf	1.14	1.0
proliferation	TUMOR-NCIH2087-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH2087-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2087-cellline-01-01	inf	1.346	1.0
proliferation	TUMOR-NCIH2087-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH2087-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2087-cellline-01-01	inf	1.0206	1.0
proliferation	TUMOR-NCIH2087-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH2087-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2087-cellline-01-01	inf	0.29	1.0
proliferation	TUMOR-NCIH211-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH211-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH211-cellline-01-01	inf	0.929	1.0
proliferation	TUMOR-NCIH211-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH211-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH211-cellline-01-01	inf	0.938	1.0
proliferation	TUMOR-NCIH211-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH211-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH211-cellline-01-01	inf	0.915	1.0
proliferation	TUMOR-NCIH211-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH211-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH211-cellline-01-01	inf	0.96	1.0
proliferation	TUMOR-NCIH211-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH211-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH211-cellline-01-01	inf	1.0307	1.0
proliferation	TUMOR-NCIH211-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH211-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH211-cellline-01-01	inf	0.966	1.0
proliferation	TUMOR-NCIH211-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH211-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH211-cellline-01-01	inf	1.0102	1.0
proliferation	TUMOR-NCIH211-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH211-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH211-cellline-01-01	inf	0.907	1.0
proliferation	TUMOR-NCIH2170-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH2170-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2170-cellline-01-01	inf	1.126	1.0
proliferation	TUMOR-NCIH2170-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH2170-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2170-cellline-01-01	inf	1.331	1.0
proliferation	TUMOR-NCIH2170-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH2170-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2170-cellline-01-01	inf	1.227	1.0
proliferation	TUMOR-NCIH2170-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH2170-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2170-cellline-01-01	inf	1.299	1.0
proliferation	TUMOR-NCIH2170-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH2170-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2170-cellline-01-01	inf	1.0464	1.0
proliferation	TUMOR-NCIH2170-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH2170-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2170-cellline-01-01	inf	0.979	1.0
proliferation	TUMOR-NCIH2170-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH2170-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2170-cellline-01-01	inf	0.9	1.0
proliferation	TUMOR-NCIH2170-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH2170-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2170-cellline-01-01	inf	0.981	1.0
proliferation	TUMOR-NCIH2172-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH2172-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2172-cellline-01-01	inf	-1.34	1.0
proliferation	TUMOR-NCIH2172-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH2172-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2172-cellline-01-01	inf	0.908	1.0
proliferation	TUMOR-NCIH2172-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH2172-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2172-cellline-01-01	inf	1.255	1.0
proliferation	TUMOR-NCIH2172-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH2172-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2172-cellline-01-01	inf	1.0906	1.0
proliferation	TUMOR-NCIH2172-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH2172-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2172-cellline-01-01	inf	0.948	1.0
proliferation	TUMOR-NCIH2172-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH2172-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2172-cellline-01-01	inf	0.907	1.0
proliferation	TUMOR-NCIH2172-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH2172-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2172-cellline-01-01	inf	0.49	1.0
proliferation	TUMOR-NCIH2172-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH2172-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2172-cellline-01-01	inf	0.41	1.0
proliferation	TUMOR-NCIH2228-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH2228-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2228-cellline-01-01	inf	1.0842	1.0
proliferation	TUMOR-NCIH2228-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH2228-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2228-cellline-01-01	inf	1.0074	1.0
proliferation	TUMOR-NCIH2228-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH2228-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2228-cellline-01-01	inf	1.073	1.0
proliferation	TUMOR-NCIH2228-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH2228-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2228-cellline-01-01	inf	1.0596	1.0
proliferation	TUMOR-NCIH2228-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH2228-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2228-cellline-01-01	inf	1.0741	1.0
proliferation	TUMOR-NCIH2228-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH2228-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2228-cellline-01-01	inf	1.139	1.0
proliferation	TUMOR-NCIH2228-cellline-01-01_PLX-4720_Conc2530.0nM	TUMOR-NCIH2228-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2228-cellline-01-01	inf	1.0847	1.0
proliferation	TUMOR-NCIH2228-cellline-01-01_PLX-4720_Conc8000.0nM	TUMOR-NCIH2228-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2228-cellline-01-01	inf	0.82	1.0
proliferation	TUMOR-NCIH2286-cellline-01-01_PLX-4720_Conc2.5nM	TUMOR-NCIH2286-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2286-cellline-01-01	inf	0.935	1.0
proliferation	TUMOR-NCIH2286-cellline-01-01_PLX-4720_Conc8.0nM	TUMOR-NCIH2286-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2286-cellline-01-01	inf	0.917	1.0
proliferation	TUMOR-NCIH2286-cellline-01-01_PLX-4720_Conc25.0nM	TUMOR-NCIH2286-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2286-cellline-01-01	inf	1.0416	1.0
proliferation	TUMOR-NCIH2286-cellline-01-01_PLX-4720_Conc80.0nM	TUMOR-NCIH2286-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2286-cellline-01-01	inf	1.0248	1.0
proliferation	TUMOR-NCIH2286-cellline-01-01_PLX-4720_Conc250.0nM	TUMOR-NCIH2286-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2286-cellline-01-01	inf	0.9924	1.0
proliferation	TUMOR-NCIH2286-cellline-01-01_PLX-4720_Conc800.0nM	TUMOR-NCIH2286-cellline-01-01	scaling_proliferation_reference_genotypespecific_TUMOR-NCIH2286-cellline-01-01	inf	1.089	1.0
